VARIABLES = "powerdemand", "mach", "altitude", "heat", 
ZONE T = "FCmapR2_Drag", I = 26, J = 4, K = 5 
272.516981	0.240000	-1	79.238598	1.000000	
313.243385	0.240000	-1	95.784652	1.000000	
353.887645	0.240000	-1	113.206563	1.000000	
394.422824	0.240000	-1	131.666108	1.000000	
434.852695	0.240000	-1	151.023655	1.000000	
475.158382	0.240000	-1	171.350020	1.000000	
515.325483	0.240000	-1	192.662175	1.000000	
555.350386	0.240000	-1	214.910984	1.000000	
595.208330	0.240000	-1	238.183656	1.000000	
634.885897	0.240000	-1	262.487483	1.000000	
674.374425	0.240000	-1	287.809838	1.000000	
713.656240	0.240000	-1	314.189107	1.000000	
752.703153	0.240000	-1	341.710434	1.000000	
791.499045	0.240000	-1	370.397092	1.000000	
830.026954	0.240000	-1	400.280214	1.000000	
868.262400	0.240000	-1	431.425906	1.000000	
906.178090	0.240000	-1	463.912515	1.000000	
943.743141	0.240000	-1	497.834574	1.000000	
980.921916	0.240000	-1	533.308386	1.000000	
1017.672335	0.240000	-1	570.480102	1.000000	
1053.943310	0.240000	-1	609.537648	1.000000	
1089.670847	0.240000	-1	650.728776	1.000000	
1124.748835	0.240000	-1	694.480944	1.000000	
1159.047698	0.240000	-1	741.337315	1.000000	
1192.389172	0.240000	-1	792.069475	1.000000	
1224.390223	0.240000	-1	848.342770	1.000000	
272.971354	0.400000	-1	78.729331	1.000000	
313.775406	0.400000	-1	95.185829	1.000000	
354.499910	0.400000	-1	112.516091	1.000000	
395.117958	0.400000	-1	130.888069	1.000000	
435.634426	0.400000	-1	150.151036	1.000000	
476.029396	0.400000	-1	170.388489	1.000000	
516.290556	0.400000	-1	191.604165	1.000000	
556.413560	0.400000	-1	213.755524	1.000000	
596.372696	0.400000	-1	236.938955	1.000000	
636.157620	0.400000	-1	261.144877	1.000000	
675.758518	0.400000	-1	286.368983	1.000000	
715.158069	0.400000	-1	312.649824	1.000000	
754.326166	0.400000	-1	340.084528	1.000000	
793.251606	0.400000	-1	368.673808	1.000000	
831.915516	0.400000	-1	398.459727	1.000000	
870.293845	0.400000	-1	429.508391	1.000000	
908.359778	0.400000	-1	461.898066	1.000000	
946.082975	0.400000	-1	495.723097	1.000000	
983.428447	0.400000	-1	531.099457	1.000000	
1020.354901	0.400000	-1	568.172779	1.000000	
1056.812250	0.400000	-1	607.130208	1.000000	
1092.737815	0.400000	-1	648.218350	1.000000	
1128.035649	0.400000	-1	691.830848	1.000000	
1162.564504	0.400000	-1	738.566826	1.000000	
1196.169658	0.400000	-1	789.113499	1.000000	
1228.455247	0.400000	-1	845.218915	1.000000	
273.809559	0.600000	-1	77.715443	1.000000	
314.757097	0.600000	-1	93.993326	1.000000	
355.629756	0.600000	-1	111.142983	1.000000	
396.401416	0.600000	-1	129.337611	1.000000	
437.078305	0.600000	-1	148.411361	1.000000	
477.638850	0.600000	-1	168.470681	1.000000	
518.074633	0.600000	-1	189.492804	1.000000	
558.379971	0.600000	-1	211.448356	1.000000	
598.527431	0.600000	-1	234.452118	1.000000	
638.512412	0.600000	-1	258.460610	1.000000	
678.322994	0.600000	-1	283.486210	1.000000	
717.941169	0.600000	-1	309.574988	1.000000	
757.337417	0.600000	-1	336.826564	1.000000	
796.505651	0.600000	-1	365.217799	1.000000	
835.424836	0.600000	-1	394.805563	1.000000	
874.071774	0.600000	-1	425.655949	1.000000	
912.420594	0.600000	-1	457.847046	1.000000	
950.442036	0.600000	-1	491.472814	1.000000	
988.102377	0.600000	-1	526.648551	1.000000	
1025.361870	0.600000	-1	563.518829	1.000000	
1062.172382	0.600000	-1	602.269201	1.000000	
1098.473792	0.600000	-1	643.143930	1.000000	
1134.188326	0.600000	-1	686.473583	1.000000	
1169.156482	0.600000	-1	732.953871	1.000000	
1203.248777	0.600000	-1	783.186949	1.000000	
1236.093902	0.600000	-1	838.874500	1.000000	
274.937763	0.810000	-1	76.176928	1.000000	
316.078922	0.810000	-1	92.183025	1.000000	
357.150580	0.810000	-1	109.070262	1.000000	
398.131198	0.810000	-1	126.981405	1.000000	
439.025390	0.810000	-1	145.765855	1.000000	
479.810617	0.810000	-1	165.552200	1.000000	
520.483735	0.810000	-1	186.277106	1.000000	
561.036989	0.810000	-1	207.933650	1.000000	
601.441746	0.810000	-1	230.657561	1.000000	
641.700211	0.810000	-1	254.360434	1.000000	
681.798040	0.810000	-1	279.077809	1.000000	
721.712339	0.810000	-1	304.890065	1.000000	
761.426609	0.810000	-1	331.832386	1.000000	
800.929737	0.810000	-1	359.912921	1.000000	
840.201878	0.810000	-1	389.188654	1.000000	
879.221118	0.810000	-1	419.725613	1.000000	
917.963012	0.810000	-1	451.601583	1.000000	
956.399916	0.810000	-1	484.909888	1.000000	
994.500000	0.810000	-1	519.764750	1.000000	
1032.225809	0.810000	-1	556.309055	1.000000	
1069.532091	0.810000	-1	594.725823	1.000000	
1106.362466	0.810000	-1	635.255599	1.000000	
1142.644210	0.810000	-1	678.223503	1.000000	
1178.254848	0.810000	-1	724.195806	1.000000	
1213.025874	0.810000	-1	773.978810	1.000000	
1246.679305	0.810000	-1	828.935492	1.000000	
269.406715	0.240000	10000	81.667250	1.000000	
309.603263	0.240000	10000	98.632250	1.000000	
349.699820	0.240000	10000	116.487766	1.000000	
389.669113	0.240000	10000	135.360577	1.000000	
429.508750	0.240000	10000	155.163495	1.000000	
469.205357	0.240000	10000	175.907313	1.000000	
508.732268	0.240000	10000	197.671130	1.000000	
548.090061	0.240000	10000	220.374660	1.000000	
